day_of_week	perf_date	perf_time	title	venue	perf_link	category	rating	website	event	image_url
Saturday	24/08/2019	18:00	NIUBOI x Earth	BYOV19 - 31: The Sewing Machine Factory	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21511	Performance Art	Parental Guidance (14+)	www.niuboi.com	BYOV	https://eventotron.imgix.net/04-30-2019-181330-5143.jpg
Saturday	24/08/2019	18:00	Queen Lear Is Dead	BYOV19 - 46: Strathcona Baptist Church	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21539	Drama	Parental Guidance (14+)	#	BYOV	https://eventotron.imgix.net/05-28-2019-040347-2573.jpg
Saturday	24/08/2019	18:00	Hagar	2: Big Rock Backstage Theatre	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21900	Drama	Adult	#	Lottery	https://eventotron.imgix.net/04-29-2019-200756-7997.jpg
Saturday	24/08/2019	18:00	The Moaning Yoni	9: TELUS Phone Museum	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21759	Physical theatre	Adult	#	Lottery	https://eventotron.imgix.net/04-01-2019-005451-2009.jpg
Saturday	24/08/2019	18:15	Christel Bartelse Presents: Encore	10: Acacia Hall	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22857	Comedy	Parental Guidance (14+)	www.christelbartelse.com	Lottery	https://eventotron.imgix.net/05-28-2019-132101-5055.jpg
Saturday	24/08/2019	18:15	After Miss Julie	BYOV19 - 22: The Grindstone - Luther Centre	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21656	Drama	Adult	www.lodestartheatre.org	BYOV	https://eventotron.imgix.net/05-26-2019-000351-8607.jpg
Saturday	24/08/2019	18:15	Never Swim Alone	BYOV19 - 34: Varscona Hotel (Thomas Bennett Room)	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21231	Drama	Parental Guidance (14+)	#	BYOV	https://eventotron.imgix.net/05-11-2019-215022-5909.jpg
Saturday	24/08/2019	18:15	Baba Yaga	6: Strathcona Community League	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21965	Theatre for Young Audiences	Family Friendly	www.albertamusicaltheatre.ca	Lottery	https://eventotron.imgix.net/05-27-2019-210741-6012.jpg
Saturday	24/08/2019	18:15	EYE CANDY	BYOV19 - 35: La Cite francophone Theatre	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22381	Comedy	Parental Guidance (14+)	www.stephaniemorinrobert.com	BYOV	https://eventotron.imgix.net/05-28-2019-144742-8051.jpg
Saturday	24/08/2019	18:15	The Thin Grey Line	BYOV19 - 15: Cool Air Rentals Stage at Holy Trinity Anglican Church	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21274	Comedy	Parental Guidance (14+)	#	BYOV	https://eventotron.imgix.net/05-23-2019-013945-9999.jpg
Saturday	24/08/2019	18:15	The Parade, or Approaching the End of a Summer	4: Academy at King Edward	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22061	Drama	Parental Guidance (14+)	#	Lottery	https://eventotron.imgix.net/05-27-2019-063924-5737.jpg
Saturday	24/08/2019	18:30	The Marvelous Wonderettes '58	BYOV19 - 27: HI Edmonton Hostel	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22355	Music/Musical Theatre	Family Friendly	footeinthedoor.weebly.com	BYOV	https://eventotron.imgix.net/05-22-2019-183902-1029.jpg
Saturday	24/08/2019	18:30	The Most Unlikely Comedian	8: Old Strat Perf Arts Centre (OSPAC)	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22427	Storytelling	Parental Guidance (14+)	adamschwartzcomedy.com	Lottery	https://eventotron.imgix.net/05-21-2019-192202-9397.jpg
Saturday	24/08/2019	18:30	Minerva-Queen of the Handcuffs	BYOV19 - 17: The Roxy on Gateway	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22976	Drama	Parental Guidance (14+)	#	BYOV	https://eventotron.imgix.net/06-25-2019-214915-7654.jpg
Saturday	24/08/2019	18:30	ALPHA HYPNOSIS	BYOV19 - 23: The Grindstone - Luther Room	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21664	Comedy	Parental Guidance (14+)	#	BYOV	https://eventotron.imgix.net/06-03-2019-215716-1390.jpg
Saturday	24/08/2019	18:30	Roadkill Confidential	BYOV19 - 19: Sugar Swing Ballroom: Upstairs	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21164	Comedy/Drama	Adult	#	BYOV	https://eventotron.imgix.net/05-25-2019-001306-1619.jpg
Saturday	24/08/2019	18:30	Colin Mochrie and Friends	BYOV19 - 20: Garneau Theatre	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22536	Comedy	Parental Guidance (14+)	#	BYOV	https://eventotron.imgix.net/05-29-2019-232949-3747.jpg
Saturday	24/08/2019	18:30	The Drowning Girls	BYOV19 - 48: The Dai Scott Stage at Hazeldean Hall	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22734	Drama	Parental Guidance (14+)	#	BYOV	https://eventotron.imgix.net/05-27-2019-231205-9333.jpg
Saturday	24/08/2019	18:30	Redirect: A Cabaret	BYOV19 - 18: Sugar Swing Ballroom: Main Floor	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21127	Cabaret/Variety	Parental Guidance (14+)	#	BYOV	https://eventotron.imgix.net/06-07-2019-185558-6748.jpg
Saturday	24/08/2019	18:30	She's Not Him And He's Not Her	BYOV19 - 14: The de Villars Jones LLP Stage at Holy Trinity Church	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21304	Comedy	Family Friendly	empressofblandingsproductions.wordpress.com	BYOV	https://eventotron.imgix.net/05-27-2019-230730-1655.jpg
Saturday	24/08/2019	19:00	Flora & Fawna Have Beaver Fever (and so does Fleurette)	BYOV19 - 12: Varscona Theatre	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22552	Comedy	Parental Guidance (14+)	guysindisguise.com	BYOV	https://eventotron.imgix.net/05-27-2019-223231-9252.jpg
Saturday	24/08/2019	19:00	The Cast of the Irrelevant Show: Doing Our Second Best	BYOV19 - 30: St. Basil's Cultural Centre (2nd Floor)	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22561	Comedy	Family Friendly	#	BYOV	https://eventotron.imgix.net/05-28-2019-171840-3658.jpg
Saturday	24/08/2019	19:00	JULIET: A Revenge Comedy	BYOV19 - 36: La Cite Auditorium	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22448	Comedy/Drama	Parental Guidance (14+)	www.monstertheatre.com	BYOV	https://eventotron.imgix.net/05-22-2019-212234-2833.jpg
Saturday	24/08/2019	19:00	The Green Line	3: Global News Walterdale Theatre	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:23031	Drama	Parental Guidance (14+)	makramrayache.weebly.com/the-green-line	Lottery	https://eventotron.imgix.net/05-27-2019-210927-6305.jpg
Saturday	24/08/2019	19:00	iso:	5: Kick Point King Edward School	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22098	Dance	Parental Guidance (14+)	isoyeg.wordpress.com	Lottery	https://eventotron.imgix.net/05-01-2019-033338-5400.jpg
Saturday	24/08/2019	19:00	The 11 O'clock Number: The Improvised Musical	BYOV19 - 21: The Grindstone - Comedy Theatre	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22415	Improv/Sketch	Parental Guidance (14+)	grindstonetheatre.ca	BYOV	https://eventotron.imgix.net/05-28-2018-211926-2416.jpg
Saturday	24/08/2019	19:00	There Ain't No More	BYOV19 - 37: Auditorium at Campus Saint-Jean	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21608	Music/Musical Theatre	Parental Guidance (14+)	breakerfixer.com	BYOV	https://eventotron.imgix.net/05-23-2019-004607-6415.jpg
Saturday	24/08/2019	19:00	Happy Hour	11: Nordic Studio Theatre	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21847	Comedy/Drama	Parental Guidance (14+)	#	Lottery	https://eventotron.imgix.net/05-24-2019-003805-9009.jpg
Saturday	24/08/2019	19:00	The Cure for Hearing Loss: Musical Comedy with Caroline Stokes	BYOV19 - 49: The Nook	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21703	Comedy	Parental Guidance (14+)	#	BYOV	https://eventotron.imgix.net/05-28-2019-225931-9342.jpg
Saturday	24/08/2019	19:30	A Life in the Theatre	BYOV19 - 28: The Playhouse	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21387	Comedy/Drama	Parental Guidance (14+)	#	BYOV	https://eventotron.imgix.net/05-27-2019-230719-7394.jpg
Saturday	24/08/2019	19:30	Double-Booked	BYOV19 - 31: The Sewing Machine Factory	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22835	Comedy	Parental Guidance (14+)	http://sxs5k.com	BYOV	https://eventotron.imgix.net/05-27-2019-020740-7117.jpg
Saturday	24/08/2019	19:30	The Lightweight	BYOV19 - 38: Sue Paterson Memorial Theatre	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:23009	Comedy/Drama	Parental Guidance (14+)	www.liltheatre.co	BYOV	https://eventotron.imgix.net/05-27-2019-194430-1475.jpg
Saturday	24/08/2019	19:30	Dion Arnold: How I Killed My Nan	BYOV19 - 26: The Almanac	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22687	Comedy	Parental Guidance (14+)	www.dionarnold.com	BYOV	https://eventotron.imgix.net/05-28-2018-213324-2876.jpg
Saturday	24/08/2019	20:00	Goodbye My Love	4: Academy at King Edward	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:23094	Cabaret/Variety	Parental Guidance (14+)	#	Lottery	https://eventotron.imgix.net/07-15-2019-154932-2972.jpg
Saturday	24/08/2019	20:00	The Trip	7: Chianti Yardbird Suite	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22017	Comedy	Parental Guidance (14+)	#	Lottery	https://eventotron.imgix.net/05-27-2019-233159-7820.jpg
Saturday	24/08/2019	20:00	Local Diva	BYOV19 - 39: Evolution Wonderlounge	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21545	Comedy/Drama	Adult	#	BYOV	https://eventotron.imgix.net/05-27-2019-205339-5102.jpg
Saturday	24/08/2019	20:00	He Wants to Run!	2: Big Rock Backstage Theatre	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21885	Comedy/Drama	Parental Guidance (14+)	hewantstorun.com	Lottery	https://eventotron.imgix.net/04-04-2019-013810-5359.jpg
Saturday	24/08/2019	20:00	Three Nights to Forever	BYOV19 - 13: Old Strathcona Public Library	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22702	Comedy	Parental Guidance (14+)	northernsabbatical.com	BYOV	https://eventotron.imgix.net/05-27-2019-234135-7970.jpg
Saturday	24/08/2019	20:00	The 3AM Subtext	9: TELUS Phone Museum	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21728	Drama	Parental Guidance (14+)	#	Lottery	https://eventotron.imgix.net/05-27-2019-213424-3608.jpg
Saturday	24/08/2019	20:00	13 Dead Dreams of "Eugene"	1: ATB Westbury Theatre	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21927	Puppetry	Parental Guidance (14+)	www.theatremobile.org	Lottery	https://eventotron.imgix.net/05-06-2019-174023-6852.jpg
Saturday	24/08/2019	20:15	Swing Showcase	BYOV19 - 18: Sugar Swing Ballroom: Main Floor	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22302	Dance	Family Friendly	www.sugarswing.com/madcat	BYOV	https://eventotron.imgix.net/05-30-2018-000217-7182.jpg
Saturday	24/08/2019	20:15	All You Need	BYOV19 - 23: The Grindstone - Luther Room	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21689	Comedy/Drama	Parental Guidance (14+)	#	BYOV	https://eventotron.imgix.net/05-31-2019-053402-5451.jpg
Saturday	24/08/2019	20:15	Denial Is A Wonderful Thing	10: Acacia Hall	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21797	Storytelling	Parental Guidance (14+)	www.theexit.org/denial	Lottery	https://eventotron.imgix.net/05-01-2019-190847-7140.jpg
Saturday	24/08/2019	20:15	The Slipknot	BYOV19 - 16: The Sanctuary Stage at Holy Trinity Anglican Church	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22615	Comedy	Parental Guidance (14+)	https://www.pkfproductions.com	BYOV	https://eventotron.imgix.net/05-23-2019-032718-9295.jpg
Saturday	24/08/2019	20:15	INK	BYOV19 - 35: La Cite francophone Theatre	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21424	Physical theatre	Family Friendly	jamesandjamesy.com/ink	BYOV	https://eventotron.imgix.net/05-28-2019-072259-3446.jpg
Saturday	24/08/2019	20:15	TEDxRFT: Improvised TED Talks	BYOV19 - 20: Garneau Theatre	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22253	Improv/Sketch	Parental Guidance (14+)	www.rapidfiretheatre.com	BYOV	https://eventotron.imgix.net/05-28-2018-211625-4893.jpg
Saturday	24/08/2019	20:30	Along For the Bride	BYOV19 - 34: Varscona Hotel (Thomas Bennett Room)	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21222	Comedy	Family Friendly	#	BYOV	https://eventotron.imgix.net/05-27-2019-142642-3005.jpg
Saturday	24/08/2019	20:30	Underneath the Lintel	BYOV19 - 14: The de Villars Jones LLP Stage at Holy Trinity Church	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22771	Comedy/Drama	Family Friendly	#	BYOV	https://eventotron.imgix.net/03-27-2019-142702-6546.jpg
Saturday	24/08/2019	20:30	Some People To Think About	BYOV19 - 19: Sugar Swing Ballroom: Upstairs	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22784	Improv/Sketch	Parental Guidance (14+)	#	BYOV	https://eventotron.imgix.net/05-27-2019-200638-3350.jpg
Saturday	24/08/2019	20:30	Triassic Parq	BYOV19 - 17: The Roxy on Gateway	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22953	Music/Musical Theatre	Adult	facebook.com/UniformTheatre	BYOV	https://eventotron.imgix.net/05-17-2019-191630-3591.jpg
Saturday	24/08/2019	20:30	Girl Brain Takes the Fringe!	BYOV19 - 22: The Grindstone - Luther Centre	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21649	Comedy	Parental Guidance (14+)	girlbrainyeg.com	BYOV	https://eventotron.imgix.net/05-12-2019-002551-5950.jpg
Saturday	24/08/2019	20:30	Restless Abandon	8: Old Strat Perf Arts Centre (OSPAC)	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21998	Comedy/Drama	Parental Guidance (14+)	#	Lottery	https://eventotron.imgix.net/05-27-2019-182606-4340.jpg
Saturday	24/08/2019	20:30	Things To Ruin	BYOV19 - 48: The Dai Scott Stage at Hazeldean Hall	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21485	Music/Musical Theatre	Parental Guidance (14+)	http://www.top5productions.ca/	BYOV	https://eventotron.imgix.net/05-14-2019-222712-7836.jpg
Saturday	24/08/2019	20:45	No Tweed Too Tight	BYOV19 - 36: La Cite Auditorium	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22789	Comedy	Adult	www.monstertheatre.com	BYOV	https://eventotron.imgix.net/05-01-2019-190614-9352.jpg
Saturday	24/08/2019	20:45	SpinS	11: Nordic Studio Theatre	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22131	Physical theatre	Family Friendly	https://www.janoahanygoodjokes.com/spins	Lottery	https://eventotron.imgix.net/05-26-2019-222543-6974.jpg
Saturday	24/08/2019	20:45	DON'T NOT TALK TO STRANGERS	BYOV19 - 21: The Grindstone - Comedy Theatre	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21345	Improv/Sketch	Parental Guidance (14+)	#	BYOV	https://eventotron.imgix.net/05-14-2019-054013-6591.jpg
Saturday	24/08/2019	20:45	HOTEL VORTRUBA	BYOV19 - 37: Auditorium at Campus Saint-Jean	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21598	Physical theatre	Family Friendly	www.ragmoptheatre.com	BYOV	https://eventotron.imgix.net/05-25-2018-200202-9351.jpg
Saturday	24/08/2019	21:00	Magic to Do	BYOV19 - 50: Woodcroft Community Hall	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22390	Music/Musical Theatre	Family Friendly	www.edmontonmusicaltheatre.com	BYOV	https://eventotron.imgix.net/05-27-2019-230941-6391.jpg
Saturday	24/08/2019	21:00	Playthings	5: Kick Point King Edward School	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22432	Physical theatre	Parental Guidance (14+)	www.affairofhonor.ca	Lottery	https://eventotron.imgix.net/05-26-2019-012706-4747.jpg
Saturday	24/08/2019	21:00	Instagram Live!	BYOV19 - 26: The Almanac	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21492	Comedy	Parental Guidance (14+)	DionArnold.com	BYOV	https://eventotron.imgix.net/05-26-2019-230921-9729.jpg
Saturday	24/08/2019	21:00	The Bald Soprano	BYOV19 - 12: Varscona Theatre	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22606	Comedy	Parental Guidance (14+)	brightyoungthings.ca	BYOV	https://eventotron.imgix.net/05-24-2019-022935-4668.jpg
Saturday	24/08/2019	21:00	Is That How Clowns Keep You Up All Night?	BYOV19 - 15: Cool Air Rentals Stage at Holy Trinity Anglican Church	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22247	Clown	Parental Guidance (14+)	#	BYOV	https://eventotron.imgix.net/05-15-2019-231115-1857.jpg
Saturday	24/08/2019	21:00	Let's Go to the Phones: A Podcast Taping	BYOV19 - 30: St. Basil's Cultural Centre (2nd Floor)	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22997	Improv/Sketch	Family Friendly	#	BYOV	https://eventotron.imgix.net/05-28-2019-165812-1106.jpg
Saturday	24/08/2019	21:00	Merk deux Soleil	BYOV19 - 31: The Sewing Machine Factory	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22918	Comedy	Adult	#	BYOV	https://eventotron.imgix.net/05-23-2019-203017-3345.jpg
Saturday	24/08/2019	21:00	The Killing Jar: the musical	BYOV19 - 25: Strathcona High School	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21531	Music/Musical Theatre	Parental Guidance (14+)	#	BYOV	https://eventotron.imgix.net/05-27-2019-204605-8360.jpg
Saturday	24/08/2019	21:15	Hits Like a Girl	BYOV19 - 38: Sue Paterson Memorial Theatre	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:23048	Music/Musical Theatre	Parental Guidance (14+)	www.devonmoremusic.com	BYOV	https://eventotron.imgix.net/04-02-2019-013519-9663.jpg
Saturday	24/08/2019	21:15	The Legend of White Woman Creek	3: Global News Walterdale Theatre	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22722	Music/Musical Theatre	Parental Guidance (14+)	www.thecoldharts.com	Lottery	https://eventotron.imgix.net/05-28-2019-043356-3636.jpg
Saturday	24/08/2019	21:30	BLIND TO HAPPINESS	BYOV19 - 13: Old Strathcona Public Library	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21311	Comedy/Drama	Parental Guidance (14+)	www.timcmurphy.com	BYOV	https://eventotron.imgix.net/04-06-2018-003618-6270.jpg
Saturday	24/08/2019	21:45	Constellations	BYOV19 - 28: The Playhouse	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22908	Drama	Parental Guidance (14+)	#	BYOV	https://eventotron.imgix.net/05-22-2019-204806-9161.jpg
Saturday	24/08/2019	22:00	In Ireland We Rented a Car from Criminals	7: Chianti Yardbird Suite	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22023	Comedy/Drama	Parental Guidance (14+)	#	Lottery	https://eventotron.imgix.net/04-26-2019-163826-6180.jpg
Saturday	24/08/2019	22:00	Always Never There, Never Always There: Meth, Men & Mental Illness	9: TELUS Phone Museum	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22944	Storytelling	Adult	#	Lottery	https://eventotron.imgix.net/05-21-2019-121415-5074.jpg
Saturday	24/08/2019	22:00	Agent Thunder	BYOV19 - 23: The Grindstone - Luther Room	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22347	Improv/Sketch	Parental Guidance (14+)	www.sorrynotsorry.ca	BYOV	https://eventotron.imgix.net/05-21-2019-034628-4521.jpg
Saturday	24/08/2019	22:00	One Man Avengers	BYOV19 - 19: Sugar Swing Ballroom: Upstairs	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22929	Comedy	Family Friendly	onemanstarwars.com	BYOV	https://eventotron.imgix.net/05-29-2019-011216-7543.jpg
Saturday	24/08/2019	22:00	.Gabriel	1: ATB Westbury Theatre	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21940	Music/Musical Theatre	Parental Guidance (14+)	www.eurotrumpet.com	Lottery	https://eventotron.imgix.net/05-13-2019-075931-9554.jpg
Saturday	24/08/2019	22:00	Oh Manada: Northern Touch	BYOV19 - 20: Garneau Theatre	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22629	Burlesque	Adult	www.boylesqueto.com	BYOV	https://eventotron.imgix.net/05-26-2019-183553-8848.jpg
Saturday	24/08/2019	22:00	It's Rabbit Night!	BYOV19 - 26: The Almanac	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21500	Comedy	Adult	www.jonbennettcomedy.com	BYOV	https://eventotron.imgix.net/06-13-2019-165946-6103.jpg
Saturday	24/08/2019	22:00	Imaginary Friend: A New Musical	BYOV19 - 35: La Cite francophone Theatre	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22223	Music/Musical Theatre	Parental Guidance (14+)	straightedgetheatre.com	BYOV	https://eventotron.imgix.net/03-11-2019-220544-6518.jpg
Saturday	24/08/2019	22:15	Man Cave; a One-Man Sci-fi Climate Change Tragicomedy!	4: Academy at King Edward	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22590	Comedy/Drama	Parental Guidance (14+)	timmooneyrep.com	Lottery	https://eventotron.imgix.net/05-29-2019-221111-5050.jpg
Saturday	24/08/2019	22:15	ThunderCATS	BYOV19 - 22: The Grindstone - Luther Centre	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22843	Comedy	Adult	grindstonetheatre.ca	BYOV	https://eventotron.imgix.net/05-27-2019-051909-5948.jpg
Saturday	24/08/2019	22:15	Zack Adams: Love Songs For Future Girl	10: Acacia Hall	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22887	Comedy	Parental Guidance (14+)	www.weepingspoon.com	Lottery	https://eventotron.imgix.net/04-28-2019-041952-7704.jpg
Saturday	24/08/2019	22:30	Game of Death: Solo Improv	8: Old Strat Perf Arts Centre (OSPAC)	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22572	Improv/Sketch	Parental Guidance (14+)	www.theatre-im-bahnhof.com	Lottery	https://eventotron.imgix.net/05-29-2019-191607-6928.jpg
Saturday	24/08/2019	22:30	Field Zoology 101	BYOV19 - 37: Auditorium at Campus Saint-Jean	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22743	Comedy	Parental Guidance (14+)	#	BYOV	https://eventotron.imgix.net/05-27-2019-223539-6110.jpg
Saturday	24/08/2019	22:30	The Jayne Mansfield Holiday Special	BYOV19 - 36: La Cite Auditorium	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22261	Comedy	Adult	#	BYOV	https://eventotron.imgix.net/03-07-2019-164604-9442.jpg
Saturday	24/08/2019	22:30	Big Ol Show	BYOV19 - 21: The Grindstone - Comedy Theatre	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21361	Improv/Sketch	Parental Guidance (14+)	#	BYOV	https://eventotron.imgix.net/05-10-2018-214940-4074.jpg
Saturday	24/08/2019	22:30	Big Stupid Improv Show	BYOV19 - 17: The Roxy on Gateway	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22366	Improv/Sketch	Parental Guidance (14+)	rapidfiretheatre.com	BYOV	https://eventotron.imgix.net/03-29-2019-185454-2287.jpg
Saturday	24/08/2019	22:45	Die-Nasty: The Live Improvised Soap Opera	BYOV19 - 12: Varscona Theatre	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21714	Improv/Sketch	Parental Guidance (14+)	https://www.varsconatheatre.com/dienasty	BYOV	https://eventotron.imgix.net/05-27-2019-171515-3231.jpg
Saturday	24/08/2019	22:45	Beat the Devil!	11: Nordic Studio Theatre	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21860	Drama	Parental Guidance (14+)	Anthropostheatre.com	Lottery	https://eventotron.imgix.net/06-08-2019-055902-6834.jpg
Saturday	24/08/2019	23:00	Marcus Ryan - Walk This Qué	BYOV19 - 13: Old Strathcona Public Library	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22874	Storytelling	Family Friendly	www.itsmarcusryan.com	BYOV	https://eventotron.imgix.net/05-27-2019-185156-6771.jpg
Saturday	24/08/2019	23:00	Rose Petals and Ashes	5: Kick Point King Edward School	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22373	Music/Musical Theatre	Parental Guidance (14+)	www.rosepetalsandashes.com	Lottery	https://eventotron.imgix.net/05-25-2019-060930-9156.jpg
Saturday	24/08/2019	23:15	LIGHTS! CAMERA! ODD JOBS?	3: Global News Walterdale Theatre	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21828	Storytelling	Parental Guidance (14+)	#	Lottery	https://eventotron.imgix.net/05-31-2019-085946-9247.jpg
Saturday	24/08/2019	23:45	Whose Rhyme is it Anyway	BYOV19 - 23: The Grindstone - Luther Room	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21680	Improv/Sketch	Parental Guidance (14+)	#	BYOV	https://eventotron.imgix.net/05-24-2019-184316-1509.jpg
Saturday	24/08/2019	23:59	Art of Astonishment	BYOV19 - 22: The Grindstone - Luther Centre	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22545	Magic	Family Friendly	www.keithbrown.ca	BYOV	https://eventotron.imgix.net/05-17-2019-173031-1774.jpg
Saturday	24/08/2019	23:59	Didn't Hurt	7: Chianti Yardbird Suite	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22029	Storytelling	Adult	www.rodneydecroo.com	Lottery	https://eventotron.imgix.net/05-09-2019-020941-5748.jpg
Saturday	24/08/2019	23:59	Notre Dame of Paris-The Musical	1: ATB Westbury Theatre	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21946	Music/Musical Theatre	Parental Guidance (14+)	www.musicalmania.org	Lottery	https://eventotron.imgix.net/05-28-2019-032013-1717.jpg
Saturday	24/08/2019	23:59	Late Night Cabaret	2: Big Rock Backstage Theatre	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22399	Cabaret/Variety	Adult	fringetheatre.ca	Lottery	https://eventotron.imgix.net/06-24-2019-163136-1597.jpg
Saturday	24/08/2019	23:59	Take It Off Broadway: A Burlesque Revue	BYOV19 - 20: Garneau Theatre	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22331	Burlesque	Adult	www.sendinthegirlsburlesque.com	BYOV	https://eventotron.imgix.net/05-26-2019-204547-5151.jpg
Sunday	25/08/2019	11:00	Opera Mouse	6: Strathcona Community League	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22961	Theatre for Young Audiences	Family Friendly	melaniegall.com/operamouse	Lottery	https://eventotron.imgix.net/04-01-2019-013302-7567.jpg
Sunday	25/08/2019	12:00	5 South	11: Nordic Studio Theatre	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22967	Comedy/Drama	Parental Guidance (14+)	#	Lottery	https://eventotron.imgix.net/05-23-2019-231634-2025.jpg
Sunday	25/08/2019	12:00	Water	1: ATB Westbury Theatre	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21920	Dance	Family Friendly	www.vivadancecompany.com	Lottery	https://eventotron.imgix.net/04-25-2019-180331-8706.jpg
