day_of_week	perf_date	perf_time	title	venue	perf_link	category	rating	website	event	image_url
Thursday	15/08/2019	20:00	Three	BYOV19 - 18: Sugar Swing Ballroom: Main Floor	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21142	Physical theatre	Parental Guidance (14+)	www.bossyflyer.com	BYOV	https://eventotron.imgix.net/05-22-2019-222904-2823.jpg
Thursday	15/08/2019	20:00	Gianni Schicchi	BYOV19 - 16: The Sanctuary Stage at Holy Trinity Anglican Church	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22759	Music/Musical Theatre	Parental Guidance (14+)	#	BYOV	https://eventotron.imgix.net/05-27-2019-230922-5925.jpg
Thursday	15/08/2019	20:00	Anna and the Substitute Teacher	8: Old Strat Perf Arts Centre (OSPAC)	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21988	Comedy	Family Friendly	adamschwartzcomedy.com	Lottery	https://eventotron.imgix.net/05-12-2019-172503-1659.jpg
Thursday	15/08/2019	20:00	Ingenue: Deanna Durbin, Judy Garland and the Golden Age of Hollywood	7: Chianti Yardbird Suite	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22640	Music/Musical Theatre	Parental Guidance (14+)	melaniegall.com/ingenue	Lottery	https://eventotron.imgix.net/04-01-2019-015454-2651.jpg
Thursday	15/08/2019	20:00	Tomatoes Tried to Kill Me but Banjos Saved My Life	2: Big Rock Backstage Theatre	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22312	Storytelling	Family Friendly	Tomatoestriedtokillme.com	Lottery	https://eventotron.imgix.net/04-26-2018-030204-3818.jpg
Thursday	15/08/2019	20:00	Water	1: ATB Westbury Theatre	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21915	Dance	Family Friendly	www.vivadancecompany.com	Lottery	https://eventotron.imgix.net/04-25-2019-180331-8706.jpg
Thursday	15/08/2019	20:00	Minerva-Queen of the Handcuffs	BYOV19 - 17: The Roxy on Gateway	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22968	Drama	Parental Guidance (14+)	#	BYOV	https://eventotron.imgix.net/06-25-2019-214915-7654.jpg
Thursday	15/08/2019	20:00	The Debutantes Present: My Mistake!	9: TELUS Phone Museum	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22416	Comedy	Parental Guidance (14+)	https://thedebutantes.ca	Lottery	https://eventotron.imgix.net/05-25-2019-063403-3471.jpg
Thursday	15/08/2019	20:00	Denial Is A Wonderful Thing	10: Acacia Hall	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21791	Storytelling	Parental Guidance (14+)	www.theexit.org/denial	Lottery	https://eventotron.imgix.net/05-01-2019-190847-7140.jpg
Thursday	15/08/2019	20:00	Path to the Peak	BYOV19 - 45: Polar Park Brewing Co.	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22171	Music/Musical Theatre	Adult	#	BYOV	https://eventotron.imgix.net/06-10-2019-194531-3640.jpg
Thursday	15/08/2019	20:00	Hits Like a Girl	BYOV19 - 38: Sue Paterson Memorial Theatre	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:23039	Music/Musical Theatre	Parental Guidance (14+)	www.devonmoremusic.com	BYOV	https://eventotron.imgix.net/04-02-2019-013519-9663.jpg
Thursday	15/08/2019	20:00	A Life in the Theatre	BYOV19 - 28: The Playhouse	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21380	Comedy/Drama	Parental Guidance (14+)	#	BYOV	https://eventotron.imgix.net/05-27-2019-230719-7394.jpg
Thursday	15/08/2019	20:00	You Are Happy	BYOV19 - 19: Sugar Swing Ballroom: Upstairs	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21177	Comedy/Drama	Parental Guidance (14+)	https://www.blarneyyeg.com/	BYOV	https://eventotron.imgix.net/05-27-2019-165600-9132.jpg
Thursday	15/08/2019	20:00	iso:	5: Kick Point King Edward School	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22093	Dance	Parental Guidance (14+)	isoyeg.wordpress.com	Lottery	https://eventotron.imgix.net/05-01-2019-033338-5400.jpg
Thursday	15/08/2019	20:00	Suite Surrender	BYOV19 - 44: Magic Emporium	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21558	Comedy	Parental Guidance (14+)	#	BYOV	https://eventotron.imgix.net/05-26-2019-184146-9847.jpg
Thursday	15/08/2019	20:00	Chase Padgett: Heart Attacks & Other Blessings	BYOV19 - 37: Auditorium at Campus Saint-Jean	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22487	Storytelling	Parental Guidance (14+)	chasepadgett.com	BYOV	https://eventotron.imgix.net/05-27-2019-162202-9095.jpg
Thursday	15/08/2019	20:00	Last Days on Krypton	3: Global News Walterdale Theatre	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21817	Comedy	Parental Guidance (14+)	#	Lottery	https://eventotron.imgix.net/05-06-2019-235025-9440.jpg
Thursday	15/08/2019	20:00	The Drowning Girls	BYOV19 - 48: The Dai Scott Stage at Hazeldean Hall	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22730	Drama	Parental Guidance (14+)	#	BYOV	https://eventotron.imgix.net/05-27-2019-231205-9333.jpg
Thursday	15/08/2019	20:00	FEAR and LOATHING and LOVECRAFT	BYOV19 - 13: Old Strathcona Public Library	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22657	Comedy	Parental Guidance (14+)	www.rapidfiretheatre.com/cast/troupes/fearandloathingandlovecraft	BYOV	https://eventotron.imgix.net/05-29-2019-232330-5283.jpg
Thursday	15/08/2019	20:00	Dion Arnold: How I Killed My Nan	BYOV19 - 26: The Almanac	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22681	Comedy	Parental Guidance (14+)	www.dionarnold.com	BYOV	https://eventotron.imgix.net/05-28-2018-213324-2876.jpg
Thursday	15/08/2019	20:00	Happy Hour	11: Nordic Studio Theatre	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21842	Comedy/Drama	Parental Guidance (14+)	#	Lottery	https://eventotron.imgix.net/05-24-2019-003805-9009.jpg
Thursday	15/08/2019	20:00	LARRY	BYOV19 - 36: La Cite Auditorium	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21471	Comedy	Adult	www.candy-bones.com	BYOV	https://eventotron.imgix.net/05-11-2019-200513-7556.jpg
Thursday	15/08/2019	20:00	THE MASTER & MARGARITA: the remix	BYOV19 - 35: La Cite francophone Theatre	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21425	Comedy/Drama	Parental Guidance (14+)	theatersimple.org/the-master-margarita	BYOV	https://eventotron.imgix.net/03-26-2019-222907-4886.jpg
Thursday	15/08/2019	20:00	Burlesque Dueling Divas: Music Royalty	BYOV19 - 29: Spotlight Cabaret	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22647	Burlesque	Adult	#	BYOV	https://eventotron.imgix.net/05-20-2019-151550-6313.jpg
Thursday	15/08/2019	20:00	The Parade, or Approaching the End of a Summer	4: Academy at King Edward	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22056	Drama	Parental Guidance (14+)	#	Lottery	https://eventotron.imgix.net/05-27-2019-063924-5737.jpg
Thursday	15/08/2019	20:00	The Second City Presents...	BYOV19 - 20: Garneau Theatre	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21406	Improv/Sketch	Parental Guidance (14+)	www.secondcity.com	BYOV	https://eventotron.imgix.net/06-04-2019-170603-1417.jpg
Thursday	15/08/2019	20:00	The Big Bright	BYOV19 - 34: Varscona Hotel (Thomas Bennett Room)	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21243	Music/Musical Theatre	Parental Guidance (14+)	cathexistheatre.ca	BYOV	https://eventotron.imgix.net/05-26-2019-220645-2154.jpg
Thursday	15/08/2019	20:15	Is That How Clowns Keep You Up All Night?	BYOV19 - 15: Cool Air Rentals Stage at Holy Trinity Anglican Church	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22240	Clown	Parental Guidance (14+)	#	BYOV	https://eventotron.imgix.net/05-15-2019-231115-1857.jpg
Thursday	15/08/2019	20:30	ALPHA HYPNOSIS	BYOV19 - 23: The Grindstone - Luther Room	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21658	Comedy	Parental Guidance (14+)	#	BYOV	https://eventotron.imgix.net/06-03-2019-215716-1390.jpg
Thursday	15/08/2019	20:30	Kanucks Cantina	BYOV19 - 22: The Grindstone - Luther Centre	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21715	Improv/Sketch	Parental Guidance (14+)	#	BYOV	https://eventotron.imgix.net/05-28-2019-004449-5659.jpg
Thursday	15/08/2019	20:30	Blackout Sketch Comedy	BYOV19 - 21: The Grindstone - Comedy Theatre	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:23019	Comedy	Parental Guidance (14+)	www.grindstonetheatre.ca	BYOV	https://eventotron.imgix.net/05-29-2019-020609-5100.jpg
Thursday	15/08/2019	21:00	TWO	BYOV19 - 12: Varscona Theatre	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21325	Comedy	Parental Guidance (14+)	#	BYOV	https://eventotron.imgix.net/05-27-2019-213650-8601.jpg
Thursday	15/08/2019	21:00	Bluebirds	BYOV19 - 40: The Al & Trish Huehn Theatre (at Concordia University)	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22591	Drama	Parental Guidance (14+)	www.wishbonetheatre.ca	BYOV	https://eventotron.imgix.net/05-28-2019-000527-2747.jpg
Thursday	15/08/2019	21:00	The Killing Jar: the musical	BYOV19 - 25: Strathcona High School	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21523	Music/Musical Theatre	Parental Guidance (14+)	#	BYOV	https://eventotron.imgix.net/05-27-2019-204605-8360.jpg
Thursday	15/08/2019	21:00	Eusha	BYOV19 - 14: The de Villars Jones LLP Stage at Holy Trinity Church	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21290	Drama	Parental Guidance (14+)	#	BYOV	https://eventotron.imgix.net/05-27-2019-202804-6732.jpg
Thursday	15/08/2019	21:30	Crazy For Dick Tricks: A Dirk Darrow Investigation	BYOV19 - 18: Sugar Swing Ballroom: Main Floor	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22819	Magic	Parental Guidance (14+)	www.dirkdarrow.com	BYOV	https://eventotron.imgix.net/05-27-2019-200438-9886.jpg
Thursday	15/08/2019	21:45	Martin Dockery: The Surprise	11: Nordic Studio Theatre	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:23102	Storytelling	Parental Guidance	martindockery.com	Lottery	https://eventotron.imgix.net/07-25-2019-191554-7957.jpg
Thursday	15/08/2019	21:45	Erik de Waal's TROLLS, BULLIES & ROCK STARS or A Kerfuffle in a Doodlesack	BYOV19 - 13: Old Strathcona Public Library	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:23011	Storytelling	Parental Guidance (14+)	#	BYOV	https://eventotron.imgix.net/05-27-2019-033435-3383.jpg
Thursday	15/08/2019	21:45	The Lightweight	BYOV19 - 38: Sue Paterson Memorial Theatre	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:23005	Comedy/Drama	Parental Guidance (14+)	www.liltheatre.co	BYOV	https://eventotron.imgix.net/05-27-2019-194430-1475.jpg
Thursday	15/08/2019	21:45	There Ain't No More	BYOV19 - 37: Auditorium at Campus Saint-Jean	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21605	Music/Musical Theatre	Parental Guidance (14+)	breakerfixer.com	BYOV	https://eventotron.imgix.net/05-23-2019-004607-6415.jpg
Thursday	15/08/2019	21:45	Witts: Ballad of Queer Cowboys	BYOV19 - 36: La Cite Auditorium	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22303	Comedy	Parental Guidance (14+)	#	BYOV	https://eventotron.imgix.net/05-27-2019-193119-1441.jpg
Thursday	15/08/2019	21:45	Artists Die of Exposure	BYOV19 - 19: Sugar Swing Ballroom: Upstairs	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21167	Cabaret/Variety	Adult	#	BYOV	https://eventotron.imgix.net/05-28-2019-020828-1804.jpg
Thursday	15/08/2019	21:45	The Royal Zissou Academy	4: Academy at King Edward	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22616	Improv/Sketch	Parental Guidance (14+)	#	Lottery	https://eventotron.imgix.net/05-29-2019-224136-6960.jpg
Thursday	15/08/2019	22:00	Nothing after 9 0'clock	7: Chianti Yardbird Suite	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22772	Comedy	Parental Guidance (14+)	#	Lottery	https://eventotron.imgix.net/05-22-2019-155607-2820.jpg
Thursday	15/08/2019	22:00	God Is A Scottish Drag Queen VI	BYOV19 - 20: Garneau Theatre	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22745	Comedy	Parental Guidance (14+)	www.mikedelamont.com	BYOV	https://eventotron.imgix.net/05-29-2019-201728-7912.jpg
Thursday	15/08/2019	22:00	How to Confront a Rhinoceros	5: Kick Point King Edward School	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22099	Comedy/Drama	Adult	http://www.tinkerspacetheatre.com/	Lottery	https://eventotron.imgix.net/05-18-2019-192448-8531.jpg
Thursday	15/08/2019	22:00	Never Swim Alone	BYOV19 - 34: Varscona Hotel (Thomas Bennett Room)	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21223	Drama	Parental Guidance (14+)	#	BYOV	https://eventotron.imgix.net/05-11-2019-215022-5909.jpg
Thursday	15/08/2019	22:00	Destiny, USA	10: Acacia Hall	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21798	Comedy/Drama	Parental Guidance (14+)	www.lauraanneharris.com	Lottery	https://eventotron.imgix.net/05-05-2019-165441-5138.jpg
Thursday	15/08/2019	22:00	The Legend of White Woman Creek	3: Global News Walterdale Theatre	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22716	Music/Musical Theatre	Parental Guidance (14+)	www.thecoldharts.com	Lottery	https://eventotron.imgix.net/05-28-2019-043356-3636.jpg
Thursday	15/08/2019	22:00	I Hate Shakespeare!	2: Big Rock Backstage Theatre	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21873	Comedy	Parental Guidance (14+)	#	Lottery	https://eventotron.imgix.net/05-20-2019-205657-8211.jpg
Thursday	15/08/2019	22:00	No, You Can't Return Discount Shrimp	9: TELUS Phone Museum	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22290	Storytelling	Parental Guidance (14+)	#	Lottery	https://eventotron.imgix.net/05-02-2019-205522-7716.jpg
Thursday	15/08/2019	22:00	INK	BYOV19 - 35: La Cite francophone Theatre	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21416	Physical theatre	Family Friendly	jamesandjamesy.com/ink	BYOV	https://eventotron.imgix.net/05-28-2019-072259-3446.jpg
Thursday	15/08/2019	22:00	Big Stupid Improv Show	BYOV19 - 17: The Roxy on Gateway	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22357	Improv/Sketch	Parental Guidance (14+)	rapidfiretheatre.com	BYOV	https://eventotron.imgix.net/03-29-2019-185454-2287.jpg
Thursday	15/08/2019	22:00	13 Dead Dreams of "Eugene"	1: ATB Westbury Theatre	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21921	Puppetry	Parental Guidance (14+)	www.theatremobile.org	Lottery	https://eventotron.imgix.net/05-06-2019-174023-6852.jpg
Thursday	15/08/2019	22:00	Restless Abandon	8: Old Strat Perf Arts Centre (OSPAC)	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21994	Comedy/Drama	Parental Guidance (14+)	#	Lottery	https://eventotron.imgix.net/05-27-2019-182606-4340.jpg
Thursday	15/08/2019	22:15	All You Need	BYOV19 - 23: The Grindstone - Luther Room	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21682	Comedy/Drama	Parental Guidance (14+)	#	BYOV	https://eventotron.imgix.net/05-31-2019-053402-5451.jpg
Thursday	15/08/2019	22:15	XXXX	BYOV19 - 28: The Playhouse	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21389	Comedy/Drama	Parental Guidance (14+)	#	BYOV	https://eventotron.imgix.net/05-27-2019-212250-5927.jpg
Thursday	15/08/2019	22:15	DON'T NOT TALK TO STRANGERS	BYOV19 - 21: The Grindstone - Comedy Theatre	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21339	Improv/Sketch	Parental Guidance (14+)	#	BYOV	https://eventotron.imgix.net/05-14-2019-054013-6591.jpg
Thursday	15/08/2019	22:15	yegDND	BYOV19 - 22: The Grindstone - Luther Centre	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22521	Improv/Sketch	Parental Guidance (14+)	www.sorrynotsorry.ca	BYOV	https://eventotron.imgix.net/05-21-2019-033017-3863.jpg
Thursday	15/08/2019	22:30	It's Rabbit Night!	BYOV19 - 26: The Almanac	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21495	Comedy	Adult	www.jonbennettcomedy.com	BYOV	https://eventotron.imgix.net/06-13-2019-165946-6103.jpg
Thursday	15/08/2019	22:45	GORDON'S BIG BALD HEAD: USURPERMAN!	BYOV19 - 12: Varscona Theatre	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21332	Improv/Sketch	Parental Guidance (14+)	www.rapidfiretheatre.com/cast/troupes/gordons-big-bald-head/	BYOV	https://eventotron.imgix.net/05-04-2018-200512-6113.jpg
Thursday	15/08/2019	23:15	Hack	BYOV19 - 18: Sugar Swing Ballroom: Main Floor	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21148	Drama	Adult	#	BYOV	https://eventotron.imgix.net/05-27-2019-231910-4310.jpg
Thursday	15/08/2019	23:15	BLIND TO HAPPINESS	BYOV19 - 13: Old Strathcona Public Library	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21306	Comedy/Drama	Parental Guidance (14+)	www.timcmurphy.com	BYOV	https://eventotron.imgix.net/04-06-2018-003618-6270.jpg
Thursday	15/08/2019	23:30	The Jayne Mansfield Holiday Special	BYOV19 - 36: La Cite Auditorium	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22254	Comedy	Adult	#	BYOV	https://eventotron.imgix.net/03-07-2019-164604-9442.jpg
Thursday	15/08/2019	23:45	Goodbye My Love	4: Academy at King Edward	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:23089	Cabaret/Variety	Parental Guidance (14+)	#	Lottery	https://eventotron.imgix.net/07-15-2019-154932-2972.jpg
Thursday	15/08/2019	23:45	The Trip	7: Chianti Yardbird Suite	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22012	Comedy	Parental Guidance (14+)	#	Lottery	https://eventotron.imgix.net/05-27-2019-233159-7820.jpg
Thursday	15/08/2019	23:45	The 3AM Subtext	9: TELUS Phone Museum	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21723	Drama	Parental Guidance (14+)	#	Lottery	https://eventotron.imgix.net/05-27-2019-213424-3608.jpg
Thursday	15/08/2019	23:59	Carey-OK!: Timeless Timely Tunes	BYOV19 - 23: The Grindstone - Luther Room	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21666	Music/Musical Theatre	Family Friendly	Instagram/Twitter/Facebook: @tomcruisader	BYOV	https://eventotron.imgix.net/04-12-2019-212304-4300.jpg
Thursday	15/08/2019	23:59	5 South	11: Nordic Studio Theatre	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22962	Comedy/Drama	Parental Guidance (14+)	#	Lottery	https://eventotron.imgix.net/05-23-2019-231634-2025.jpg
Thursday	15/08/2019	23:59	Hope Soup	8: Old Strat Perf Arts Centre (OSPAC)	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22689	Drama	Parental Guidance (14+)	katherinekoller.ca	Lottery	https://eventotron.imgix.net/05-25-2019-013306-6780.jpg
Thursday	15/08/2019	23:59	Playthings	5: Kick Point King Edward School	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22428	Physical theatre	Parental Guidance (14+)	www.affairofhonor.ca	Lottery	https://eventotron.imgix.net/05-26-2019-012706-4747.jpg
Thursday	15/08/2019	23:59	Boy Trouble	10: Acacia Hall	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22554	Comedy/Drama	Parental Guidance (14+)	#	Lottery	https://eventotron.imgix.net/07-10-2019-172358-5219.jpg
Thursday	15/08/2019	23:59	Operatic Panic Attack	3: Global News Walterdale Theatre	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22723	Storytelling	Parental Guidance (14+)	www.tjdawe.ca	Lottery	https://eventotron.imgix.net/06-12-2019-195253-9027.jpg
Thursday	15/08/2019	23:59	MIND GAMES: Brain-Bending Magic	BYOV19 - 22: The Grindstone - Luther Centre	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22631	Magic	Parental Guidance (14+)	newmanmentalism.com	BYOV	https://eventotron.imgix.net/03-13-2019-230301-4145.jpg
Thursday	15/08/2019	23:59	Josephine	1: ATB Westbury Theatre	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21928	Music/Musical Theatre	Adult	josephinetheplay.com	Lottery	https://eventotron.imgix.net/04-03-2019-160126-4120.jpg
Thursday	15/08/2019	23:59	Oh Manada: Northern Touch	BYOV19 - 20: Garneau Theatre	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22630	Burlesque	Adult	www.boylesqueto.com	BYOV	https://eventotron.imgix.net/05-26-2019-183553-8848.jpg
Friday	16/08/2019	11:00	Secrets of the Curious Creepy Crawlies	BYOV19 - 15: Cool Air Rentals Stage at Holy Trinity Anglican Church	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22464	Theatre for Young Audiences	Family Friendly	www.kompanyfamilytheatre.com	BYOV	https://eventotron.imgix.net/05-22-2019-214326-1270.jpg
Friday	16/08/2019	11:00	Miss Electricity	6: Strathcona Community League	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22895	Theatre for Young Audiences	Family Friendly	#	Lottery	https://eventotron.imgix.net/05-14-2019-015208-8856.jpg
Friday	16/08/2019	12:00	Game of Crohn's	9: TELUS Phone Museum	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21729	Storytelling	Family Friendly	#	Lottery	https://eventotron.imgix.net/05-28-2019-184203-4935.jpg
Friday	16/08/2019	12:00	One Man Star Wars	BYOV19 - 37: Auditorium at Campus Saint-Jean	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21570	Comedy/Drama	Family Friendly	onemanstarwars.com	BYOV	https://eventotron.imgix.net/05-29-2019-185144-2050.jpg
Friday	16/08/2019	12:00	Things We (never) Learned in Sex Ed	4: Academy at King Edward	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22845	Comedy/Drama	Parental Guidance (14+)	portaltheatre.com	Lottery	https://eventotron.imgix.net/05-25-2019-215741-2368.jpg
Friday	16/08/2019	12:00	Look at the Town!	BYOV19 - 35: La Cite francophone Theatre	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22495	Puppetry	Family Friendly	www.poiemaproductions.com	BYOV	https://eventotron.imgix.net/05-27-2019-063629-8762.jpg
Friday	16/08/2019	12:00	Never Swim Alone	BYOV19 - 34: Varscona Hotel (Thomas Bennett Room)	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21224	Drama	Parental Guidance (14+)	#	BYOV	https://eventotron.imgix.net/05-11-2019-215022-5909.jpg
Friday	16/08/2019	12:00	(in)decision	11: Nordic Studio Theatre	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22472	Comedy	Parental Guidance (14+)	tamlynnbryson.com	Lottery	https://eventotron.imgix.net/05-13-2019-222353-8944.jpg
Friday	16/08/2019	12:15	For Science!	5: Kick Point King Edward School	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22977	Comedy	Parental Guidance (14+)	www.smallmatters.ca	Lottery	https://eventotron.imgix.net/05-27-2018-233403-9486.jpg
Friday	16/08/2019	12:15	The Splendiferous Quagmires of Mr. Filliam Crowe	10: Acacia Hall	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21773	Improv/Sketch	Family Friendly	#	Lottery	https://eventotron.imgix.net/05-27-2019-042149-1367.jpg
Friday	16/08/2019	12:15	.Gabriel	1: ATB Westbury Theatre	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21935	Music/Musical Theatre	Parental Guidance (14+)	www.eurotrumpet.com	Lottery	https://eventotron.imgix.net/05-13-2019-075931-9554.jpg
Friday	16/08/2019	12:15	World's Wife	8: Old Strat Perf Arts Centre (OSPAC)	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:23068	Comedy/Drama	Parental Guidance (14+)	www.whizgigglingproductions.com	Lottery	https://eventotron.imgix.net/05-27-2019-211116-8443.jpg
Friday	16/08/2019	12:30	In Ireland We Rented a Car from Criminals	7: Chianti Yardbird Suite	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22018	Comedy/Drama	Parental Guidance (14+)	#	Lottery	https://eventotron.imgix.net/04-26-2019-163826-6180.jpg
Friday	16/08/2019	12:30	The Last Saskatchewan Pirate: A Play	BYOV19 - 14: The de Villars Jones LLP Stage at Holy Trinity Church	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21282	Theatre for Young Audiences	Family Friendly	#	BYOV	https://eventotron.imgix.net/05-24-2019-211928-7685.jpg
Friday	16/08/2019	12:30	Drinking At The Movies	3: Global News Walterdale Theatre	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22186	Improv/Sketch	Adult	#	Lottery	https://eventotron.imgix.net/06-14-2019-020105-6895.jpg
Friday	16/08/2019	12:45	Marcus Ryan - Walk This Qué	BYOV19 - 13: Old Strathcona Public Library	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22866	Storytelling	Family Friendly	www.itsmarcusryan.com	BYOV	https://eventotron.imgix.net/05-27-2019-185156-6771.jpg
Friday	16/08/2019	12:45	Opera Mouse	6: Strathcona Community League	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22955	Theatre for Young Audiences	Family Friendly	melaniegall.com/operamouse	Lottery	https://eventotron.imgix.net/04-01-2019-013302-7567.jpg
Friday	16/08/2019	13:00	Rebecca and the Bad Wizard	BYOV19 - 16: The Sanctuary Stage at Holy Trinity Anglican Church	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21259	Theatre for Young Audiences	Family Friendly	#	BYOV	https://eventotron.imgix.net/05-21-2019-210643-7386.jpg
Friday	16/08/2019	13:00	The Bald Soprano	BYOV19 - 12: Varscona Theatre	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22600	Comedy	Parental Guidance (14+)	brightyoungthings.ca	BYOV	https://eventotron.imgix.net/05-24-2019-022935-4668.jpg
Friday	16/08/2019	13:30	He Wants to Run!	2: Big Rock Backstage Theatre	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21880	Comedy/Drama	Parental Guidance (14+)	hewantstorun.com	Lottery	https://eventotron.imgix.net/04-04-2019-013810-5359.jpg
Friday	16/08/2019	13:45	Flight	BYOV19 - 18: Sugar Swing Ballroom: Main Floor	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21136	Physical theatre	Family Friendly	www.FlightThePlay.com	BYOV	https://eventotron.imgix.net/05-22-2019-230959-8372.jpg
Friday	16/08/2019	13:45	Chase Padgett: Heart Attacks & Other Blessings	BYOV19 - 37: Auditorium at Campus Saint-Jean	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22488	Storytelling	Parental Guidance (14+)	chasepadgett.com	BYOV	https://eventotron.imgix.net/05-27-2019-162202-9095.jpg
Friday	16/08/2019	13:45	LARRY	BYOV19 - 36: La Cite Auditorium	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21472	Comedy	Adult	www.candy-bones.com	BYOV	https://eventotron.imgix.net/05-11-2019-200513-7556.jpg
